,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
512,Bacillariophyceae *,Bacillariophyceae,Cladodactyla_crocea,Echinodermata,Deposit-feeder,Primary producer,Hernandez_1981,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=libri.xis&method=post&formato=2&cantidad=1&expresion=mfn=008249,solo Bacillariophyceae epifiticas
513,Phytoplankton *,Phytoplankton,Cladodactyla_crocea,Echinodermata,Grazer,Primary producer,Hernandez_1985,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=libri.xis&method=post&formato=2&cantidad=1&expresion=mfn=008249,
514,Azadinium_sp,Dinoflagellates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
515,Cyrtostrombidium_sp,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
516,Dictyocha_speculum,Silicoflagellates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
517,Dinophysis_acuminata,Dinoflagellates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
518,Fragilariopsis_kerguelensis,Bacillariophyceae,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
519,Gymnodinium_sp,Dinoflagellates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
520,Gyrodinium_sp,Dinoflagellates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
521,Gyrodinium_spirale,Dinoflagellates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
522,Laboea_strobila,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
523,Lohmanniella_sp,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
524,Navicula_sp,Bacillariophyceae,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
525,Protoperidinium_sp,Dinoflagellates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
526,Pseudonitzschia_sp,Bacillariophyceae,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
527,Rhizosolenia_crassa,Bacillariophyceae,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
528,Strobilidium_sp,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
529,Strombidinopsis_sp,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
530,Strombidium_conicum,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
531,Strombidium_sp,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
532,Thalassionema_nitzschioides,Bacillariophyceae,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
533,Bacillariophyceae *,Bacillariophyceae,Clavularia_sp,Cnidaria,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/46545578,* need to be more specific (which Bacillariophyceae?)
534,Foraminifera,Foraminifera,Clavularia_sp,Cnidaria,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
535,Azadinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
536,Bacillariophyceae *,Bacillariophyceae,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2002,https://doi.org/10.1007/s003000100311,Inferred from Potter Cove FW (Antarctic Peninsula)
537,Bacteria,Bacteria,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Bacteria,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
538,Detritus,Non-living,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Detritus,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
539,Dinophysis_acuminata,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
540,Dinophysis_acuminata,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
541,Emiliania_huxleyi,Coccolithophorids,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2005,https://doi.org/10.3989/scimar.2005.69s2205,Inferred from Potter Cove FW (Antarctic Peninsula)
542,Gymnodinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
543,Gymnodinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
544,Gyrodinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
545,Gyrodinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
546,Gyrodinium_spirale,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
547,Gyrodinium_spirale,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
548,Phaeocystis_antarctica,Coccolithophorids,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2005,https://doi.org/10.3989/scimar.2005.69s2205,Inferred from Potter Cove FW (Antarctic Peninsula)
549,Phytoplankton *,Phytoplankton,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
550,Protoperidinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
551,Protoperidinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
552,Copepoda *,Zooplankton,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.in/summary/Coelorinchus-fasciatus.html,* need to be more specific (which Copepoda?)
553,Decapoda *,Decapoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.in/summary/Coelorinchus-fasciatus.html,* need to be more specific (which Decapoda?)
554,Doryteuthis_gahi,Cephalopoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
555,Eggs_Fish,Zooplankton,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
556,Euphausia_spp,Zooplankton,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
557,Harmothoe_sp,Polychaeta,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Coelorinchus_caribbaeus
558,Isopoda *,Isopoda,Coelorinchus_fasciatus,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Coelorinchus%20fasciatus,* need to be more specific (which Isopoda?)
559,Macrouridae *,Fish_BenPel,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,* need to be more specific (which Macrouridae?)
560,Munida_gregaria,Decapoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7299&genus=Coelorinchus&species=fasciatus,
561,Ophiuroidea *,Echinodermata,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7299&genus=Coelorinchus&species=fasciatus,* need to be more specific (which Ophiuroidea?)
562,Pagurus_comptus,Decapoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
563,Pagurus_forceps,Decapoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
564,Porifera *,Porifera,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,* need to be more specific (which Porifera?)
565,Themisto_gaudichaudii,Amphipoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7299&genus=Coelorinchus&species=fasciatus,
566,Amphipoda *,Amphipoda,Coelorinchus_marinii,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Coelorinchus%20marinii,* need to be more specific (which Amphipoda?)
567,Copepoda *,Zooplankton,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.in/trophiceco/DietCompoSummary.php?dietcode=6630&genusname=Coelorinchus&speciesname=marinii,* need to be more specific (which Copepoda?)
568,Cumacea *,Cumacea,Coelorinchus_marinii,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Coelorinchus%20marinii,* need to be more specific (which Cumacea?)
569,Doryteuthis_gahi,Cephalopoda,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,
570,Foraminifera,Foraminifera,Coelorinchus_marinii,Fish_BenPel,Suspension-feeder,Primary producer,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,
571,Harmothoe_sp,Polychaeta,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Coelorinchus_caribbaeus
572,Isopoda *,Isopoda,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,* need to be more specific (which Isopoda?)
573,Munida_gregaria,Decapoda,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,
574,Munida_spinosa,Decapoda,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,
575,Cnidaria *,Cnidaria,Colossendeis_megalonyx,Benthos_Misc,Carnivore,Heterotroph,Encyclopedia of Life,https://eol.org/pages/14813,* need to be more specific (which Actiniaria?)
576,Glycera_capitata,Polychaeta,Colossendeis_megalonyx,Benthos_Misc,Carnivore,Heterotroph,Encyclopedia of Life,https://eol.org/pages/479487,Inferred from Pycnogonida
577,Porifera *,Porifera,Colossendeis_megalonyx,Benthos_Misc,Carnivore,Heterotroph,Encyclopedia of Life,https://eol.org/pages/14813,* need to be more specific (which Porifera?)
578,Sabellidae,Polychaeta,Colossendeis_megalonyx,Benthos_Misc,Carnivore,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,
579,Detritus,Non-living,Coperonus_comptus,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
580,Foraminifera,Foraminifera,Coperonus_comptus,Isopoda,Deposit-feeder,Primary producer,Doti_pers.com.,NA,
581,Zooplankton *,Zooplankton,Coryne_sp,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46550110,* need to be more specific (which Zooplankton?)
582,Austrocidaris_canaliculata,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
583,Austrocidaris_spinulosida,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
584,Callochiton_puniceus,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
585,Leptochiton_kerguelensis,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
586,Leptochiton_medinae,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
587,Necromass,Non-living,Cosmasterias_lurida,Echinodermata,Scavenger,Necromass,Fraysse_pers.com.,NA,
588,Nuttallochiton_hyadesi,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
589,Nuttallochiton_martiali,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
590,Pseudechinus_magellanicus,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
591,Schizasteridae,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
592,Sterechinus_agassizii,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
593,Tonicia_lebruni,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
594,Callochiton_puniceus,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
595,Leptochiton_kerguelensis,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
596,Leptochiton_medinae,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
597,Nuttallochiton_hyadesi,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
598,Nuttallochiton_martiali,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
599,Tonicia_lebruni,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
600,Actiniaria *,Cnidaria,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
601,Agonopsis_chiloensis,Fish_BenPel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
602,Amphipoda *,Amphipoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
603,Asteroidea *,Echinodermata,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
604,Bathyraja_albomaculata,Fish_Demersal,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
605,Bathyraja_brachyurops,Fish_Demersal,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
606,Cottoperca_trigloides,Fish_BenPel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
607,Dissostichus_eleginoides,Fish_BenPel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
608,Euphausia_spp,Zooplankton,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,Inferred from Euphausiacea
609,Gastropoda *,Gastropoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
610,Iluocoetes_fimbriatus,Fish_Demersal,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
