,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
615,Munida_gregaria,Decapoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
616,Necromass,Non-living,Cottoperca_trigloides,Fish_BenPel,Scavenger,Necromass,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
617,Ophiuroidea *,Echinodermata,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
618,Patagonotothen_ramsayi,Fish_BenPel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
619,Polychaeta *,Polychaeta,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
620,Salilota_australis,Fish_Demersal,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003; Vinuesa&Varisco_2007,https://doi.org/10.1046/j.1439-0426.2003.00340.x; http://dx.doi.org/10.4067/S0717-71782007000200003,
621,Sprattus_fuegensis,Fish_Pel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
622,Thymops_birsteini,Decapoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
623,Tinerfe_cyanea,Zooplankton,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
624,Acanthoserolis_schythei,Isopoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,Inferred from Serolis_sp
625,Amphipoda *,Amphipoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
626,Coelorinchus_fasciatus,Fish_Demersal,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
627,Colossendeis_megalonyx,Benthos_Misc,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
628,Eggs_Fish,Zooplankton,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
629,Enteroctopus_megalocyathus,Cephalopoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
630,Euphausia_spp,Zooplankton,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
631,Munida_gregaria,Decapoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
632,Neoserolis_exigua,Isopoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,Inferred from Serolis_sp
633,Ophiuroidea *,Echinodermata,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
634,Patagonotothen_ramsayi,Fish_BenPel,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
635,Polychaeta *,Polychaeta,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
636,Thymops_birsteini,Decapoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
637,Detritus,Non-living,Cryosignum_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
638,Isopoda *,Isopoda,Cryptasterias_brachiata,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Isopoda?)
639,Phytoplankton *,Phytoplankton,Cryptasterias_brachiata,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,,
640,Isopoda *,Isopoda,Cryptasterias_turqueti,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Isopoda?)
641,Phytoplankton *,Phytoplankton,Cryptasterias_turqueti,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,,
642,Azadinium_sp,Dinoflagellates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
643,Coscinodiscus_sp,Bacillariophyceae,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ctenocalanus%20vanus,
644,Cyrtostrombidium_sp,Ciliates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
645,Dictyocha_speculum,Silicoflagellates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
646,Dinophysis_acuminata,Dinoflagellates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
647,Fragilariopsis_kerguelensis,Bacillariophyceae,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
648,Gymnodinium_sp,Dinoflagellates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
649,Gyrodinium_sp,Dinoflagellates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
650,Gyrodinium_spirale,Dinoflagellates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
651,Laboea_strobila,Ciliates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
652,Lohmanniella_sp,Ciliates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
653,Navicula_sp,Bacillariophyceae,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
654,Pelagobia_longicirrata,Polychaeta,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ctenocalanus%20vanus,
655,Protoperidinium_sp,Dinoflagellates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
656,Pseudonitzschia_sp,Bacillariophyceae,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
657,Pseudosagitta_gazellae,Zooplankton,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
658,Rhizosolenia_crassa,Bacillariophyceae,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Inferred from R_chunii
659,Strobilidium_sp,Ciliates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
660,Strombidinopsis_sp,Ciliates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
661,Strombidium_conicum,Ciliates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
662,Strombidium_sp,Ciliates,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
663,Thalassionema_nitzschioides,Bacillariophyceae,Ctenocalanus_vanus,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
664,Detritus,Non-living,Ctenodiscus_australis,Echinodermata,Deposit-feeder,Detritus,Fraysse_pers.com.,,
665,Zygochlamys_patagonica,Bivalvia,Ctenodiscus_australis,Echinodermata,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
666,Bacteria,Bacteria,Cumella_argentinae,Cumacea,Grazer,Heterotroph,Roccatagliata_pers.com.,,Awaiting Roccatagliata check
667,Polychaeta *,Polychaeta,Cylichna_sp,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Cylichna,
668,Azadinium_sp,Dinoflagellates,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
669,Bacillariophyceae *,Bacillariophyceae,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
670,Bacteria,Bacteria,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Bacteria,Tatian_pers.com.,,
671,Coccolithophorids,Coccolithophorids,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
672,Detritus,Non-living,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Detritus,Tatian_pers.com.,,
673,Dinophysis_acuminata,Dinoflagellates,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
674,Gymnodinium_sp,Dinoflagellates,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
675,Gyrodinium_sp,Dinoflagellates,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
676,Gyrodinium_spirale,Dinoflagellates,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
677,Phytoplankton *,Phytoplankton,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
678,Protoperidinium_sp,Dinoflagellates,Cystodytes_antarcticus,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
679,Convexella_magelhaenica,Cnidaria,Dactylanthus_antarcticus,Cnidaria,Suspension-feeder,Heterotroph,Schejter_pers.com.,,
680,Primnoella_scotiae,Cnidaria,Dactylanthus_antarcticus,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46545317,
681,Thouarella_antarctica,Cnidaria,Dactylanthus_antarcticus,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46549074,
682,Thouarella_chilensis,Cnidaria,Dactylanthus_antarcticus,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46549074,
683,Thouarella_sp1,Cnidaria,Dactylanthus_antarcticus,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46549074,
684,Thouarella_variabilis,Cnidaria,Dactylanthus_antarcticus,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46549074,
685,Thouarella_viridis,Cnidaria,Dactylanthus_antarcticus,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46549074,
686,Austrodoris_sp,Gastropoda,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,
687,Campanularia_sp,Cnidaria,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,
688,Doryteuthis_gahi,Cephalopoda,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,Inferred from Squid
689,Doryteuthis_gahi,Cephalopoda,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,
690,Euphausia_spp,Zooplankton,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,
691,Necromass,Non-living,Daption_capense,SeaBirds,Scavenger,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,
692,Obelia_longissima,Cnidaria,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,
693,Obelia_sp,Cnidaria,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,
694,Pseudosagitta_gazellae,Zooplankton,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,"Pelágico si, bentónico no"
695,Rhincalanus_gigas,Zooplankton,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Daption%20capense,
696,Sprattus_fuegensis,Fish_Pel,Daption_capense,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
697,Themisto_gaudichaudii,Amphipoda,Daption_capense,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001,https://doi.org/10.3354/meps223261,
698,Tulpa_tulipifera,Cnidaria,Daption_capense,SeaBirds,Hunter,Heterotroph,GloBI,https://doi.org/10.3354/meps223261,
699,Chitons,Polyplacophora,Decapoda *,Decapoda,Carnivore,Heterotroph,Urteaga_pers.com.,,
700,Liothyrella_uva,Brachiopoda,Decapoda *,Decapoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* a consultar con G Lovrich
701,Liothyrella_uva,Brachiopoda,Decapoda *,Decapoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* need to be more specific (which Decapoda?)
702,Magellania_venosa,Brachiopoda,Decapoda *,Decapoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* a consultar con G Lovrich
703,Magellania_venosa,Brachiopoda,Decapoda *,Decapoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* need to be more specific (which Decapoda?)
704,Terebratella_dorsata,Brachiopoda,Decapoda *,Decapoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* a consultar con G Lovrich
705,Terebratella_dorsata,Brachiopoda,Decapoda *,Decapoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* need to be more specific (which Decapoda?)
706,Detritus,Non-living,Desmosoma_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
707,Bacillariophyceae *,Bacillariophyceae,Diastylis_granulata,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
708,Detritus,Non-living,Diastylis_granulata,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
709,Bacillariophyceae *,Bacillariophyceae,Diastylis_hammoniae,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
710,Detritus,Non-living,Diastylis_hammoniae,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
711,Bacillariophyceae *,Bacillariophyceae,Diastylis_planifrons,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
712,Detritus,Non-living,Diastylis_planifrons,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
713,Amphipoda *,Amphipoda,Diomedea_sp,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Diomedea,* need to be more specific (which Amphipoda?)
714,Dissostichus_eleginoides,Fish_BenPel,Diomedea_sp,SeaBirds,Hunter,Heterotroph,RayaRey&Huettmann_2020,https://doi.org/10.1016/j.jnc.2019.125748,
715,Doryteuthis_gahi,Cephalopoda,Diomedea_sp,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45511269,
716,Euphausia_spp,Zooplankton,Diomedea_sp,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Diomedea,
717,Macrourus_holotrachys,Fish_BenPel,Diomedea_sp,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Diomedea,
718,Macrourus_holotrachys,Fish_BenPel,Diomedea_sp,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46564614,
719,Necromass,Non-living,Diomedea_sp,SeaBirds,Scavenger,Necromass,Paper pasó Andrea,,
720,Themisto_gaudichaudii,Amphipoda,Diomedea_sp,SeaBirds,Hunter,Heterotroph,Paper pasó Andrea,NA,* need to be more specific (which Amphipoda?)
721,Isopoda *,Isopoda,Diplasterias_brandti,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Isopoda?)
722,Phytoplankton *,Phytoplankton,Diplasterias_brandti,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,,
723,Isopoda *,Isopoda,Diplasterias_brucei,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Isopoda?)
724,Phytoplankton *,Phytoplankton,Diplasterias_brucei,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,,
725,Porifera *,Porifera,Diplasterias_brucei,Echinodermata,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Diplasterias%20brucei,
726,Isopoda *,Isopoda,Diplasterias_sp,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Isopoda?)
727,Phytoplankton *,Phytoplankton,Diplasterias_sp,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,,
728,Necromass,Non-living,Diplodontias_singularis,Echinodermata,Scavenger,Necromass,Fraysse_pers.com.,,
729,Porifera *,Porifera,Diplodontias_singularis,Echinodermata,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45328539,* need to be more specific (which Porifera?)
730,Adelomelon_ancilla,Gastropoda,Diplopteraster_clarki,Echinodermata,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
731,Ctenodiscus_australis,Echinodermata,Diplopteraster_clarki,Echinodermata,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
732,Fusitriton_magellanicus,Gastropoda,Diplopteraster_clarki,Echinodermata,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
733,Odontocymbiola_magellanica,Gastropoda,Diplopteraster_clarki,Echinodermata,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
734,Porifera *,Porifera,Diplopteraster_clarki,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Porifera?)
735,Porifera *,Porifera,Diplopteraster_verrucosus,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Porifera?)
736,Agonopsis_chiloensis,Fish_BenPel,Dissostichus_eleginoides,Fish_BenPel,Hunter,Heterotroph,Garcia de la Rosa_etal_1997,https://aobacwebpage.s3.us-east-2.amazonaws.com/502.pdf,
